MeasureItem;MeasureItemCategoryID;MeasureItemID;Category;Country;Year;LengthOfCircuits;LengthOfRoutes;NumberOfUnits;ProvidedValue;CreationDate;ProvidedValueCode
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;RS;2021;;;22;;28/03/2023;
Inventory of Transmission;5;416;Nw_400kV_220kV;RS;2021;;;9;;28/03/2023;
Inventory of Transmission;5;415;Nw_400kV_330kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;RS;2021;;;18;;28/03/2023;
Inventory of Transmission;5;412;Of_PU_>275kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;RS;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;RS;2021;;;11;;28/03/2023;
Inventory of Transmission;5;406;ACC_220kV_380kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;SI;2021;1957.4;1353.8;;;28/03/2023;
Inventory of Transmission;5;401;ACL_220kV;SI;2021;328.1;299.4;;;28/03/2023;
Inventory of Transmission;5;402;ACL_275kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;SI;2021;669.9;497.5;;;28/03/2023;
Inventory of Transmission;5;405;ACL_750kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;SI;2021;;;;;28/03/2023;
Inventory of Transmission;5;425;Comments_2;SI;2021;;;;;28/03/2023;
Inventory of Transmission;5;426;Comments_3;SI;2021;;;;;28/03/2023;
Inventory of Transmission;5;427;Comments_4;SI;2021;;;;The PST transformer is included for Of_PU_>400kV;28/03/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;SI;2021;;;8;1.2;28/03/2023;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;SI;2021;;;10;3;28/03/2023;
Inventory of Transmission;5;416;Nw_400kV_220kV;SI;2021;;;2;0.8;28/03/2023;
Inventory of Transmission;5;415;Nw_400kV_330kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;SI;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;SI;2021;;;2;1.2;28/03/2023;
Inventory of Transmission;5;406;ACC_220kV_380kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;SK;2021;79.802;40.028;;;28/03/2023;
Inventory of Transmission;5;401;ACL_220kV;SK;2021;690.062;549.874;;;28/03/2023;
Inventory of Transmission;5;402;ACL_275kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;403;ACL_330kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;SK;2021;2356.604;1865.069;;;28/03/2023;
Inventory of Transmission;5;405;ACL_750kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;424;Comments_1;SK;2021;;;;;28/03/2023;
Inventory of Transmission;5;425;Comments_2;SK;2021;;;;;28/03/2023;
Inventory of Transmission;5;426;Comments_3;SK;2021;;;;;28/03/2023;
Inventory of Transmission;5;427;Comments_4;SK;2021;;;;;28/03/2023;
Inventory of Transmission;5;422;DCC_110kV_220V;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;SK;2021;;;6;1200;28/03/2023;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;SK;2021;;;30;8980;28/03/2023;
Inventory of Transmission;5;416;Nw_400kV_220kV;SK;2021;;;3;1400;28/03/2023;
Inventory of Transmission;5;415;Nw_400kV_330kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;SK;2021;;;;;28/03/2023;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;AL;2018;1640;1640;;;25/03/2019;
Inventory of Transmission;5;401;ACL_220kV;AL;2018;1250;1250;;;25/03/2019;
Inventory of Transmission;5;402;ACL_275kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;AL;2018;445.7;445.7;;;25/03/2019;
Inventory of Transmission;5;405;ACL_750kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;425;Comments_2;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;426;Comments_3;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;427;Comments_4;AL;2018;;;;;25/03/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;AL;2018;;;25;2486;25/03/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;AL;2018;;;2;300;25/03/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;AL;2018;;;4;1200;25/03/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;AL;2018;;;16;1778;25/03/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;AL;2018;;;;;25/03/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;BA;2018;3953;0;;;18/03/2019;
Inventory of Transmission;5;401;ACL_220kV;BA;2018;1520;0;;;18/03/2019;
Inventory of Transmission;5;402;ACL_275kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;BA;2018;865;0;;;18/03/2019;
Inventory of Transmission;5;405;ACL_750kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;BA;2018;;;;;18/03/2019;
Inventory of Transmission;5;425;Comments_2;BA;2018;;;;;18/03/2019;
Inventory of Transmission;5;426;Comments_3;BA;2018;;;;;18/03/2019;
Inventory of Transmission;5;427;Comments_4;BA;2018;;;;;18/03/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;BA;2018;;;;;18/03/2019;Not Available
Inventory of Transmission;5;408;DCC_220kV_380kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;BA;2018;;;14;2100;18/03/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;BA;2018;;;16;2220;18/03/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;BA;2018;;;7;2800;18/03/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;BA;2018;;;16;2220;18/03/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;BA;2018;;;;;18/03/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;BA;2018;;;5;1200;18/03/2019;
Inventory of Transmission;5;406;ACC_220kV_380kV;CH;2018;14.9;14.9;;;04/04/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;CH;2018;20.8;20.8;;;04/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;CH;2018;47.3;47.3;;;04/04/2019;
Inventory of Transmission;5;401;ACL_220kV;CH;2018;4813.1;4813.1;;;04/04/2019;
Inventory of Transmission;5;402;ACL_275kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;CH;2018;1774.2;1774.2;;;04/04/2019;
Inventory of Transmission;5;405;ACL_750kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;CH;2018;;;;150kV Lines did exist already, but has been declared as transmission grid;04/04/2019;
Inventory of Transmission;5;425;Comments_2;CH;2018;;;;;04/04/2019;
Inventory of Transmission;5;426;Comments_3;CH;2018;;;;;04/04/2019;
Inventory of Transmission;5;427;Comments_4;CH;2018;;;;;04/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;CH;2018;;;173;29340;04/04/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;CH;2018;;;10;3650;04/04/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;CH;2018;;;21;11846;04/04/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;CH;2018;;;133;11771;04/04/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;CH;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;CH;2018;;;21;6248;04/04/2019;
Inventory of Transmission;5;406;ACC_220kV_380kV;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;407;ACC_Over_380kV;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;400;ACL_110kV_220kV;CY;2018;820;410;;;22/03/2019;
Inventory of Transmission;5;401;ACL_220kV;CY;2018;88;44;;;22/03/2019;
Inventory of Transmission;5;402;ACL_275kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;405;ACL_750kV;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;424;Comments_1;CY;2018;;;;66kV power lines exist in the transmission network that do not fall in the above categories. Also 220kV Transmission Lines are operated at 132kV.;22/03/2019;
Inventory of Transmission;5;425;Comments_2;CY;2018;;;;132kV aand 66kV ac cables exist in the transmission network that do not fall in the above categories.;22/03/2019;
Inventory of Transmission;5;426;Comments_3;CY;2018;;;;;22/03/2019;
Inventory of Transmission;5;427;Comments_4;CY;2018;;;;Power Transformers 15.75/132kV, 11/132kV, 11/66kV, Step Down Network Transformers 132/11kV, 132/6,6kV, 132/3,3kV, 66/3.3kV and interbus transformers 132/66kV exist in the transmission network that do not fall in the above categories.;22/03/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;CY;2018;;;;;22/03/2019;Not Available
Inventory of Transmission;5;408;DCC_220kV_380kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;CY;2018;;;;;22/03/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;EE;2018;3428;3428;;;03/04/2019;
Inventory of Transmission;5;401;ACL_220kV;EE;2018;158.42;158.42;;;03/04/2019;
Inventory of Transmission;5;402;ACL_275kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;EE;2018;1697.58;1697.58;;;03/04/2019;
Inventory of Transmission;5;404;ACL_380_400kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;405;ACL_750kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;EE;2018;;;;;03/04/2019;
Inventory of Transmission;5;425;Comments_2;EE;2018;;;;;03/04/2019;
Inventory of Transmission;5;426;Comments_3;EE;2018;;;;;03/04/2019;
Inventory of Transmission;5;427;Comments_4;EE;2018;;;;;03/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;EE;2018;9.82;9.82;;;03/04/2019;
Inventory of Transmission;5;408;DCC_220kV_380kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;EE;2018;11.69;11.69;;;03/04/2019;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;EE;2018;;;16;3.48E+03;03/04/2019;
Inventory of Transmission;5;418;Nw_330kV_220kV;EE;2018;;;2;480;03/04/2019;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;EE;2018;;;;;03/04/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;GB;2018;839;0;;;04/04/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;GB;2018;296;0;;;04/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;401;ACL_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;402;ACL_275kV;GB;2018;7778;0;;;04/04/2019;
Inventory of Transmission;5;403;ACL_330kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;GB;2018;12607;0;;;04/04/2019;
Inventory of Transmission;5;405;ACL_750kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;425;Comments_2;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;426;Comments_3;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;427;Comments_4;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;GB;2018;327;0;;;04/04/2019;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;GB;2018;;;124;97.94;04/04/2019;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;GB;2018;;;60;126.39;04/04/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;GB;2018;;;537;99.71;04/04/2019;
Inventory of Transmission;5;411;Of_PU_>330kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;GB;2018;;;343;80.07;04/04/2019;
Inventory of Transmission;5;406;ACC_220kV_380kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;IE;2018;1.5;1.5;;;08/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;IE;2018;4383.1;4207.8;;;08/04/2019;
Inventory of Transmission;5;401;ACL_220kV;IE;2018;1932.6;1835.2;;;08/04/2019;
Inventory of Transmission;5;402;ACL_275kV;IE;2018;97.04;48.52;;;08/04/2019;
Inventory of Transmission;5;403;ACL_330kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;IE;2018;439.1;439.1;;;08/04/2019;
Inventory of Transmission;5;405;ACL_750kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;425;Comments_2;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;426;Comments_3;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;427;Comments_4;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;IE;2018;263;263;;;08/04/2019;
Inventory of Transmission;5;409;DCC_Over_380kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;IE;2018;;;54;10734;08/04/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;IE;2018;;;3;1.20E+03;08/04/2019;
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;IE;2018;;;8;4050;08/04/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;IS;2018;1336.1;1336.1;;;08/04/2019;
Inventory of Transmission;5;401;ACL_220kV;IS;2018;917.9;902.3;;;08/04/2019;
Inventory of Transmission;5;402;ACL_275kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;403;ACL_330kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;404;ACL_380_400kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;405;ACL_750kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;424;Comments_1;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;425;Comments_2;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;426;Comments_3;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;427;Comments_4;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;408;DCC_220kV_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;409;DCC_Over_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;IS;2018;;;15;1289;08/04/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;418;Nw_330kV_220kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;413;Of_PU_>220kV;IS;2018;;;31;2230;08/04/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;411;Of_PU_>330kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;410;Of_PU_>400kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;406;ACC_220kV_380kV;LU;2018;22.9;12.4;;;15/03/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;400;ACL_110kV_220kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;401;ACL_220kV;LU;2018;275;137.5;;;15/03/2019;
Inventory of Transmission;5;402;ACL_275kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;405;ACL_750kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;LU;2018;;;;;15/03/2019;
Inventory of Transmission;5;425;Comments_2;LU;2018;;;;;15/03/2019;
Inventory of Transmission;5;426;Comments_3;LU;2018;;;;;15/03/2019;
Inventory of Transmission;5;427;Comments_4;LU;2018;;;;;15/03/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;408;DCC_220kV_380kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;LU;2018;;;;;15/03/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;LU;2018;;;13;2860;15/03/2019;
